food.description,nutrient_name,nutrient_id,food_nutrient.percent_daily_value,branded_food.brand_owner,food.fdc_id
"DICED CHICKEN WITH THAI BASIL, CABBAGE, AND CARROTS IN A THIN AND CRISPY HERB WRAPPER SPRING ROLLS, THAI BASIL CHICKEN","Vitamin A, IU",1104,25.0,"Kahiki Foods, Inc.",1118842
"DICED CHICKEN WITH THAI BASIL, CABBAGE, AND CARROTS IN A THIN AND CRISPY HERB WRAPPER SPRING ROLLS, THAI BASIL CHICKEN","Vitamin C, total ascorbic acid",1162,25.0,"Kahiki Foods, Inc.",1118842
"DICED MANGO IN 100% JUICE, MANGO","Vitamin C, total ascorbic acid",1162,100.0,Hannaford Bros. Co.,1130491
"DICED MANGO IN 100% JUICE, MANGO","Vitamin C, total ascorbic acid",1162,100.0,Hannaford Bros. Co.,1130491
DICED MISSION FIGS,"Fiber, total dietary",1079,20.0,"San Joaquin Figs, Incorporated",1139078
DICED MISSION FIGS,"Fiber, total dietary",1079,20.0,"San Joaquin Figs, Incorporated",1139078
DICED NECTARINES IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1118782
DICED NECTARINES IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1118782
DICED PEACHES IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1107158
DICED PEACHES IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1107158
"DICED PEACHES YELLOW CLING DICED PEACHES IN 100% JUICE, DICED PEACHES","Vitamin C, total ascorbic acid",1162,100.0,Stater Bros. Markets Inc.,1136977
"DICED PEACHES YELLOW CLING DICED PEACHES IN 100% JUICE, DICED PEACHES","Vitamin C, total ascorbic acid",1162,100.0,Stater Bros. Markets Inc.,1136977
DICED PEACHES YELLOW CLING PEACHES IN EXTRA LIGHT SYRUP,"Vitamin C, total ascorbic acid",1162,20.0,Del Monte Foods Inc.,1114166
DICED PEACHES YELLOW CLING PEACHES IN EXTRA LIGHT SYRUP,"Vitamin C, total ascorbic acid",1162,20.0,Del Monte Foods Inc.,1114166
"DICED PEACHES YELLOW CLING PEACHES IN PEACH FLAVORED GEL, PEACH","Vitamin C, total ascorbic acid",1162,30.0,Del Monte Foods Inc.,1108411
"DICED PEACHES YELLOW CLING PEACHES IN PEACH FLAVORED GEL, PEACH","Vitamin C, total ascorbic acid",1162,30.0,Del Monte Foods Inc.,1108411
DICED PEACHES YELLOW CLING PEACHES PACKED IN WATER,"Vitamin C, total ascorbic acid",1162,70.0,Target Stores,1112840
DICED PEACHES YELLOW CLING PEACHES PACKED IN WATER,"Vitamin C, total ascorbic acid",1162,70.0,Target Stores,1112840
DICED PEARS BARTLETT PEARS PACKED IN WATER,"Vitamin C, total ascorbic acid",1162,70.0,Target Stores,1112846
DICED PEARS BARTLETT PEARS PACKED IN WATER,"Vitamin C, total ascorbic acid",1162,70.0,Target Stores,1112846
DICED PEARS IN 100% FRUIT JUICE,"Fiber, total dietary",1079,11.0,"Dole Packaged Foods, LLC",1123973
DICED PEARS IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1123973
DICED PEARS IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,100.0,"Schnuck Markets, Inc.",1108409
DICED PEARS IN 100% FRUIT JUICE,"Fiber, total dietary",1079,11.0,"Dole Packaged Foods, LLC",1123973
DICED PEARS IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1123973
DICED PEARS IN 100% FRUIT JUICE,"Vitamin C, total ascorbic acid",1162,100.0,"Schnuck Markets, Inc.",1108409
DICED PEARS IN 100% JUICE,"Vitamin C, total ascorbic acid",1162,100.0,"Hy-Vee, Inc.",1122271
DICED PEARS IN 100% JUICE,"Vitamin C, total ascorbic acid",1162,100.0,"Hy-Vee, Inc.",1122271
"DICED PEARS IN 100% JUICE SNACK BOWLS, DICED PEARS","Vitamin C, total ascorbic acid",1162,100.0,Stater Bros. Markets Inc.,1131414
"DICED PEARS IN 100% JUICE SNACK BOWLS, DICED PEARS","Vitamin C, total ascorbic acid",1162,100.0,Stater Bros. Markets Inc.,1131414
DICED PEARS IN LIGHT SYRUP,"Vitamin C, total ascorbic acid",1162,100.0,"Tops Markets, LLC",1122095
DICED PEARS IN LIGHT SYRUP,"Vitamin C, total ascorbic acid",1162,100.0,"Tops Markets, LLC",1122095
"DICED PEARS IN ORGANIC PEAR JUICE FROM CONCENTRATE, DICED PEARS","Vitamin C, total ascorbic acid",1162,100.0,"Meijer, Inc.",1107154
"DICED PEARS IN ORGANIC PEAR JUICE FROM CONCENTRATE, DICED PEARS","Vitamin C, total ascorbic acid",1162,100.0,"Meijer, Inc.",1107154
DICED PEARS IN WATER SWEETENED WITH STEVIA & MONK FRUIT EXTRACTS,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1123408
DICED PEARS IN WATER SWEETENED WITH STEVIA & MONK FRUIT EXTRACTS,"Vitamin C, total ascorbic acid",1162,30.0,"Dole Packaged Foods, LLC",1123408
DICED RUTABAGAS,"Fiber, total dietary",1079,11.0,McCall Farms Inc,1106605
DICED RUTABAGAS,"Fiber, total dietary",1079,11.0,McCall Farms Inc,1106605
DICED SWEET POTATO,"Iron, Fe",1089,20.0,"Wegmans Food Markets, Inc. ",1131346
DICED SWEET POTATO,"Iron, Fe",1089,20.0,"Wegmans Food Markets, Inc. ",1131346
DICED SWEET POTATOES,"Fiber, total dietary",1079,11.0,Hannaford Bros. Co.,1132377
DICED SWEET POTATOES,"Fiber, total dietary",1079,11.0,Hannaford Bros. Co.,1132377
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,15.0,"Tops Markets, LLC",1121465
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,15.0,"Tops Markets, LLC",1121465
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,"Furman Foods, Inc.",1107886
DICED TOMATOES,"Vitamin A, IU",1104,20.0,"Whole Foods Market, Inc.",1108817
DICED TOMATOES,"Vitamin A, IU",1104,20.0,"Whole Foods Market, Inc.",1108817
DICED TOMATOES,"Vitamin A, IU",1104,20.0,"Whole Foods Market, Inc.",1108800
DICED TOMATOES,"Vitamin A, IU",1104,20.0,"Whole Foods Market, Inc.",1108800
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,15.0,"Tops Markets, LLC",1116390
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,15.0,"Tops Markets, LLC",1116390
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,Del Monte Foods Inc.,1108303
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,Del Monte Foods Inc.,1108303
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,Save Mart Supermarkets Inc.,1138074
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,Save Mart Supermarkets Inc.,1138074
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,"Furman Foods, Inc.",1107886
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,"Furman Foods, Inc.",1106665
DICED TOMATOES,"Vitamin C, total ascorbic acid",1162,20.0,"Furman Foods, Inc.",1106665
DICED TOMATOES IN TOMATO JUICE,"Vitamin C, total ascorbic acid",1162,20.0,Sam's Club West,1126533
DICED TOMATOES IN TOMATO JUICE,"Vitamin C, total ascorbic acid",1162,20.0,Sam's Club West,1126533
"DICED TOMATOES WITH GARLIC & ONION, GARLIC & ONION","Vitamin C, total ascorbic acid",1162,20.0,Del Monte Foods Inc.,1114159
"DICED TOMATOES WITH GARLIC & ONION, GARLIC & ONION","Vitamin C, total ascorbic acid",1162,20.0,Del Monte Foods Inc.,1114159
"DICED TOMATOES WITH GREEN CHILIES, GREEN CHILIES","Vitamin A, IU",1104,15.0,"Tops Markets, LLC",1116434
"DICED TOMATOES WITH GREEN CHILIES, GREEN CHILIES","Vitamin C, total ascorbic acid",1162,15.0,"Tops Markets, LLC",1116434
"DICED TOMATOES WITH GREEN CHILIES, GREEN CHILIES","Vitamin C, total ascorbic acid",1162,15.0,"Tops Markets, LLC",1116434
"DICED TOMATOES WITH GREEN CHILIES, GREEN CHILIES","Vitamin A, IU",1104,15.0,"Tops Markets, LLC",1116434
DICED WATER CHESTNUTS,"Fiber, total dietary",1079,14.0,"United Natural Foods, Inc.",1138224
DICED WATER CHESTNUTS,"Fiber, total dietary",1079,14.0,"United Natural Foods, Inc.",1138224
DICED YELLOW CLING PEACHES IN 100% JUICE,"Vitamin C, total ascorbic acid",1162,100.0,"Hy-Vee, Inc.",1122272
DICED YELLOW CLING PEACHES IN 100% JUICE,"Vitamin C, total ascorbic acid",1162,100.0,"Hy-Vee, Inc.",1122272
"DIET CRANBERRY JUICE DRINK FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110401
"DIET CRANBERRY JUICE DRINK FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110401
"DILL PICKLE FLAVOR INSHELL PISTACHIOS, DILL PICKLE","Fiber, total dietary",1079,11.0,"GIANT Snacks, Inc.",1121737
"DILL PICKLE FLAVOR INSHELL PISTACHIOS, DILL PICKLE","Fiber, total dietary",1079,11.0,"GIANT Snacks, Inc.",1121737
"DILL PICKLE SUNFLOWER SEEDS, DILL PICKLE","Fiber, total dietary",1079,14.0,"GIANT Snacks, Inc.",1121734
"DILL PICKLE SUNFLOWER SEEDS, DILL PICKLE","Fiber, total dietary",1079,14.0,"GIANT Snacks, Inc.",1121734
DILL SEASONED CUCUMBER CHIPS,"Fiber, total dietary",1079,28.0,"Waymouth Farms, Inc.",1115403
DILL SEASONED CUCUMBER CHIPS,"Fiber, total dietary",1079,28.0,"Waymouth Farms, Inc.",1115403
DINE IN BASMATI RICE,"Fiber, total dietary",1079,11.0,Roadhouse Grill Inc.,1106695
DINE IN BASMATI RICE,"Fiber, total dietary",1079,11.0,Roadhouse Grill Inc.,1106695
"DINOSAUR-SHAPED CHICKEN BREAST PATTY FRITTERS WITH RIB MEAT NUGGETS, DINOSAUR-SHAPED CHICKEN BREAST",Protein,1003,16.0,"Lunch Money Music, Inc.",1124993
"DINOSAUR-SHAPED CHICKEN BREAST PATTY FRITTERS WITH RIB MEAT NUGGETS, DINOSAUR-SHAPED CHICKEN BREAST",Protein,1003,16.0,"Lunch Money Music, Inc.",1124993
"DIVINE FUDGE BROWNIES, DIVINE FUDGE","Fiber, total dietary",1079,14.0,The Kellogg Company ,1117520
"DIVINE FUDGE BROWNIES, DIVINE FUDGE","Fiber, total dietary",1079,14.0,The Kellogg Company ,1117520
"DOLCE VITA SOUP, DOLCE VITA","Fiber, total dietary",1079,14.0,Christopher Bean Coffee,1138527
"DOLCE VITA SOUP, DOLCE VITA","Fiber, total dietary",1079,14.0,Christopher Bean Coffee,1138527
DOUBLE PROTEIN OATS,"Fiber, total dietary",1079,25.0,"ZEGO, LLC",1126888
DOUBLE PROTEIN OATS,Protein,1003,20.0,"ZEGO, LLC",1126888
DOUBLE PROTEIN OATS,Protein,1003,20.0,"ZEGO, LLC",1126888
DOUBLE PROTEIN OATS,"Fiber, total dietary",1079,25.0,"ZEGO, LLC",1126888
"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS","Vitamin A, IU",1104,50.0,"Dr. Praeger's Sensible Foods, Inc.",1107090
"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS","Fiber, total dietary",1079,16.0,"Dr. Praeger's Sensible Foods, Inc.",1107090
"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS","Fiber, total dietary",1079,16.0,"Dr. Praeger's Sensible Foods, Inc.",1107090
"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS","Vitamin A, IU",1104,50.0,"Dr. Praeger's Sensible Foods, Inc.",1107090
"DRAGON FRUIT BLEND, MANGOES, STRAWBERRIES, PEACHES, DRAGON FRUIT BLEND","Fiber, total dietary",1079,11.0,Nash Finch Company,1131635
"DRAGON FRUIT BLEND, MANGOES, STRAWBERRIES, PEACHES, DRAGON FRUIT BLEND","Vitamin C, total ascorbic acid",1162,35.0,Nash Finch Company,1131635
"DRAGON FRUIT BLEND, MANGOES, STRAWBERRIES, PEACHES, DRAGON FRUIT BLEND","Fiber, total dietary",1079,11.0,Nash Finch Company,1131635
"DRAGON FRUIT BLEND, MANGOES, STRAWBERRIES, PEACHES, DRAGON FRUIT BLEND","Vitamin C, total ascorbic acid",1162,35.0,Nash Finch Company,1131635
DRIED CALIFORNIA FIGS,"Fiber, total dietary",1079,18.0,"Wegmans Food Markets, Inc. ",1127878
DRIED CALIFORNIA FIGS,"Fiber, total dietary",1079,18.0,"Wegmans Food Markets, Inc. ",1127878
DRIED FRUIT ORGANIC MANGO HALVES,"Fiber, total dietary",1079,11.0,Solely Inc,1125592
DRIED FRUIT ORGANIC MANGO HALVES,"Fiber, total dietary",1079,11.0,Solely Inc,1125592
"DRIED FRUIT ORGANIC PINEAPPLE RINGS, PINEAPPLE","Fiber, total dietary",1079,11.0,Solely Inc,1131470
"DRIED FRUIT ORGANIC PINEAPPLE RINGS, PINEAPPLE","Fiber, total dietary",1079,11.0,Solely Inc,1131470
"DRIED GREEN BEAN SNACKS WITH SEA SALT, SEA SALT","Fiber, total dietary",1079,14.0,Rite Aid Corporation,1127635
"DRIED GREEN BEAN SNACKS WITH SEA SALT, SEA SALT","Fiber, total dietary",1079,14.0,Rite Aid Corporation,1127635
DRIED HALVES PEACHES,"Fiber, total dietary",1079,14.0,Sun-Maid Growers of California,1120514
DRIED HALVES PEACHES,"Fiber, total dietary",1079,14.0,Sun-Maid Growers of California,1120514
DRIED MANDARIN ORANGE,"Fiber, total dietary",1079,12.0,Forever Green Food Inc.,1139083
DRIED MANDARIN ORANGE,"Vitamin C, total ascorbic acid",1162,15.0,Forever Green Food Inc.,1139083
DRIED MANDARIN ORANGE,"Fiber, total dietary",1079,12.0,Forever Green Food Inc.,1139083
DRIED MANDARIN ORANGE,"Vitamin C, total ascorbic acid",1162,15.0,Forever Green Food Inc.,1139083
DRIED MANGOES,"Vitamin C, total ascorbic acid",1162,25.0,Profood International Corp.,1133658
DRIED MANGOES,"Vitamin C, total ascorbic acid",1162,25.0,Profood International Corp.,1133658
DRIED MISSION FIGS,"Fiber, total dietary",1079,14.0,Price Chopper Supermarkets,1129905
DRIED MISSION FIGS,"Fiber, total dietary",1079,14.0,Price Chopper Supermarkets,1129905
DRIED PEACHES,"Fiber, total dietary",1079,11.0,"Wegmans Food Markets, Inc. ",1129077
DRIED PEACHES,"Fiber, total dietary",1079,11.0,"Wegmans Food Markets, Inc. ",1129077
DRIED PEARS,"Fiber, total dietary",1079,11.0,"Wegmans Food Markets, Inc. ",1129540
DRIED PEARS,"Fiber, total dietary",1079,11.0,"Wegmans Food Markets, Inc. ",1129540
"DRIED PRESERVES, MANGOES","Vitamin C, total ascorbic acid",1162,25.0,Profood International Corp.,1106223
"DRIED PRESERVES, MANGOES","Vitamin C, total ascorbic acid",1162,25.0,Profood International Corp.,1106223
"DRINK MIX, PEACH LEMONADE","Vitamin C, total ascorbic acid",1162,100.0,Grand Brands Inc.,1109074
"DRINK MIX, PEACH LEMONADE","Vitamin C, total ascorbic acid",1162,100.0,Grand Brands Inc.,1109074
"DRINKABLE LOW FAT YOGURT, STRAWBERRY","Calcium, Ca",1087,25.0,GlenOaks Farms Inc.,1113827
"DRINKABLE LOW FAT YOGURT, STRAWBERRY","Vitamin C, total ascorbic acid",1162,20.0,GlenOaks Farms Inc.,1113827
"DRINKABLE LOW FAT YOGURT, STRAWBERRY","Vitamin C, total ascorbic acid",1162,20.0,GlenOaks Farms Inc.,1113827
"DRINKABLE LOW FAT YOGURT, STRAWBERRY","Calcium, Ca",1087,25.0,GlenOaks Farms Inc.,1113827
"DRINKABLE LOWFAT GREEK STYLE YOGURT, PEACH","Calcium, Ca",1087,35.0,GlenOaks Farms Inc.,1113826
"DRINKABLE LOWFAT GREEK STYLE YOGURT, PEACH","Calcium, Ca",1087,35.0,GlenOaks Farms Inc.,1113826
"DRINKABLE LOWFAT GREEK STYLE YOGURT, PEACH","Vitamin C, total ascorbic acid",1162,15.0,GlenOaks Farms Inc.,1113826
"DRINKABLE LOWFAT GREEK STYLE YOGURT, PEACH","Vitamin C, total ascorbic acid",1162,15.0,GlenOaks Farms Inc.,1113826
"DRINKABLE LOWFAT GREEK STYLE YOGURT, RASPBERRY","Calcium, Ca",1087,35.0,GlenOaks Farms Inc.,1113825
"DRINKABLE LOWFAT GREEK STYLE YOGURT, RASPBERRY","Vitamin C, total ascorbic acid",1162,15.0,GlenOaks Farms Inc.,1113825
"DRINKABLE LOWFAT GREEK STYLE YOGURT, RASPBERRY","Calcium, Ca",1087,35.0,GlenOaks Farms Inc.,1113825
"DRINKABLE LOWFAT GREEK STYLE YOGURT, RASPBERRY","Vitamin C, total ascorbic acid",1162,15.0,GlenOaks Farms Inc.,1113825
"DRINKABLE LOWFAT GREEK STYLE YOGURT, STRAWBERRY","Calcium, Ca",1087,40.0,GlenOaks Farms Inc.,1113824
"DRINKABLE LOWFAT GREEK STYLE YOGURT, STRAWBERRY","Calcium, Ca",1087,40.0,GlenOaks Farms Inc.,1113824
"DRINKABLE LOWFAT GREEK STYLE YOGURT, STRAWBERRY","Vitamin C, total ascorbic acid",1162,20.0,GlenOaks Farms Inc.,1113824
"DRINKABLE LOWFAT GREEK STYLE YOGURT, STRAWBERRY","Vitamin C, total ascorbic acid",1162,20.0,GlenOaks Farms Inc.,1113824
"DRY ROASTED & SALTED ALMONDS, DRY ROASTED & SALTED","Fiber, total dietary",1079,11.0,BJ's Wholesale Club / Corporate Brands,1111282
"DRY ROASTED & SALTED ALMONDS, DRY ROASTED & SALTED","Fiber, total dietary",1079,11.0,BJ's Wholesale Club / Corporate Brands,1111282
"DRY ROASTED & UNSALTED ALMONDS, DRY ROASTED & UNSALTED","Fiber, total dietary",1079,11.0,BJ's Wholesale Club / Corporate Brands,1130355
"DRY ROASTED & UNSALTED ALMONDS, DRY ROASTED & UNSALTED","Fiber, total dietary",1079,11.0,BJ's Wholesale Club / Corporate Brands,1130355
"DRY ROASTED ALMONDS, DRY ROASTED","Fiber, total dietary",1079,17.0,"John B. Sanfilippo & Son, Inc.",1113867
"DRY ROASTED ALMONDS, DRY ROASTED","Fiber, total dietary",1079,17.0,"John B. Sanfilippo & Son, Inc.",1113867
"DRY ROASTED AND SALTED PISTACHIOS, DRY ROASTED AND SALTED","Fiber, total dietary",1079,11.0,"United Natural Foods, Inc.",1122641
"DRY ROASTED AND SALTED PISTACHIOS, DRY ROASTED AND SALTED","Fiber, total dietary",1079,11.0,"United Natural Foods, Inc.",1122641
"DRY ROASTED PISTACHIO KERNELS, DRY ROASTED","Fiber, total dietary",1079,11.0,Eillien's Candies Inc.,1136565
"DRY ROASTED PISTACHIO KERNELS, DRY ROASTED","Fiber, total dietary",1079,11.0,Eillien's Candies Inc.,1136565
"DRY ROASTED PISTACHIOS WITH SEA SALT, SEA SALT","Fiber, total dietary",1079,11.0,Smart & Final Iris Corporation,1125837
"DRY ROASTED PISTACHIOS WITH SEA SALT, SEA SALT","Fiber, total dietary",1079,11.0,Smart & Final Iris Corporation,1125837
"DRY ROASTED SALTED ORGANIC PISTACHIOS, DRY ROASTED SALTED","Fiber, total dietary",1079,14.0,"Jo-Lee Food Products, Inc.",1137764
"DRY ROASTED SALTED ORGANIC PISTACHIOS, DRY ROASTED SALTED","Fiber, total dietary",1079,14.0,"Jo-Lee Food Products, Inc.",1137764
"DRY ROASTED TAMARI ALMONDS, DRY ROASTED","Fiber, total dietary",1079,14.0,"Eden Foods, Inc.",1137751
"DRY ROASTED TAMARI ALMONDS, DRY ROASTED",Protein,1003,14.0,"Eden Foods, Inc.",1137751
"DRY ROASTED TAMARI ALMONDS, DRY ROASTED",Protein,1003,14.0,"Eden Foods, Inc.",1137751
"DRY ROASTED TAMARI ALMONDS, DRY ROASTED","Fiber, total dietary",1079,14.0,"Eden Foods, Inc.",1137751
DUELING DUET ROLL,"Fiber, total dietary",1079,11.0,"Genji, Inc.",1132859
DUELING DUET ROLL,"Fiber, total dietary",1079,11.0,"Genji, Inc.",1132859
"DUELING DUET ROLL QBR, DUELING DUET","Fiber, total dietary",1079,11.0,"Genji, Inc.",1137105
"DUELING DUET ROLL QBR, DUELING DUET","Iron, Fe",1089,35.0,"Genji, Inc.",1137105
"DUELING DUET ROLL QBR, DUELING DUET","Iron, Fe",1089,35.0,"Genji, Inc.",1137105
"DUELING DUET ROLL QBR, DUELING DUET","Fiber, total dietary",1079,11.0,"Genji, Inc.",1137105
EASY LEAVES PETITES,"Vitamin A, IU",1104,110.0,"Taylor Fresh Foods, Inc.",1106185
EASY LEAVES PETITES,"Vitamin A, IU",1104,110.0,"Taylor Fresh Foods, Inc.",1106185
EASY LEAVES PETITES,"Vitamin C, total ascorbic acid",1162,50.0,"Taylor Fresh Foods, Inc.",1106185
EASY LEAVES PETITES,"Vitamin C, total ascorbic acid",1162,50.0,"Taylor Fresh Foods, Inc.",1106185
EASY LEAVES PETITES,"Iron, Fe",1089,20.0,"Taylor Fresh Foods, Inc.",1106185
EASY LEAVES PETITES,"Iron, Fe",1089,20.0,"Taylor Fresh Foods, Inc.",1106185
ECO-FARMED SHORT GRAIN BROWN RICE,"Fiber, total dietary",1079,12.0,Wehah Farm Inc,1119926
ECO-FARMED SHORT GRAIN BROWN RICE,"Fiber, total dietary",1079,12.0,Wehah Farm Inc,1119926
EDAMAME,"Vitamin A, IU",1104,25.0,"Genji, Inc.",1132152
EDAMAME,"Fiber, total dietary",1079,11.0,"Wal-Mart Stores, Inc.",1132630
EDAMAME,"Calcium, Ca",1087,25.0,"Genji, Inc.",1132152
EDAMAME,"Fiber, total dietary",1079,14.0,"Giant Eagle, Inc.",1136325
EDAMAME,"Fiber, total dietary",1079,14.0,"Giant Eagle, Inc.",1136325
EDAMAME,"Calcium, Ca",1087,25.0,"Genji, Inc.",1132152
EDAMAME,"Fiber, total dietary",1079,11.0,"Wal-Mart Stores, Inc.",1132630
EDAMAME,"Vitamin A, IU",1104,25.0,"Genji, Inc.",1132152
EDAMAME ORGANIC SHELLED SOYBEANS,Protein,1003,14.0,"Seapoint Farms, LLC",1120534
EDAMAME ORGANIC SHELLED SOYBEANS,Protein,1003,14.0,"Seapoint Farms, LLC",1120534
EDAMAME ORGANIC SHELLED SOYBEANS,"Fiber, total dietary",1079,22.0,"Seapoint Farms, LLC",1120534
EDAMAME ORGANIC SHELLED SOYBEANS,"Fiber, total dietary",1079,22.0,"Seapoint Farms, LLC",1120534
EDAMAME ORGANIC SOYBEANS IN PODS,"Fiber, total dietary",1079,22.0,"Seapoint Farms, LLC",1120535
EDAMAME ORGANIC SOYBEANS IN PODS,Protein,1003,14.0,"Seapoint Farms, LLC",1120535
EDAMAME ORGANIC SOYBEANS IN PODS,Protein,1003,14.0,"Seapoint Farms, LLC",1120535
EDAMAME ORGANIC SOYBEANS IN PODS,"Fiber, total dietary",1079,22.0,"Seapoint Farms, LLC",1120535
"EDEN, ORGANIC SPANISH RICE & BEANS","Fiber, total dietary",1079,12.0,"Eden Foods, Inc.",1106273
"EDEN, ORGANIC SPANISH RICE & BEANS","Fiber, total dietary",1079,12.0,"Eden Foods, Inc.",1106273
EGG ANGEL HAIR,"Iron, Fe",1089,27.0,Pasta By Valente,1114732
EGG ANGEL HAIR,"Iron, Fe",1089,27.0,Pasta By Valente,1114732
"EGG NOODLES, WHITE MEAT CHICKEN, ONIONS, CARROTS & CELERY SOUP, CHICKEN NOODLE","Vitamin A, IU",1104,30.0,"Supervalu, Inc.",1116355
"EGG NOODLES, WHITE MEAT CHICKEN, ONIONS, CARROTS & CELERY SOUP, CHICKEN NOODLE","Vitamin A, IU",1104,30.0,"Supervalu, Inc.",1116355
"EGG, POTATO, CHEESE SAUCE & HAM BREAKFAST WRAPS, EGG, POTATO, CHEESE SAUCE & HAM","Vitamin C, total ascorbic acid",1162,20.0,Ruiz Food Products Inc,1130460
"EGG, POTATO, CHEESE SAUCE & HAM BREAKFAST WRAPS, EGG, POTATO, CHEESE SAUCE & HAM",Protein,1003,17.0,Ruiz Food Products Inc,1130460
"EGG, POTATO, CHEESE SAUCE & HAM BREAKFAST WRAPS, EGG, POTATO, CHEESE SAUCE & HAM",Protein,1003,17.0,Ruiz Food Products Inc,1130460
"EGG, POTATO, CHEESE SAUCE & HAM BREAKFAST WRAPS, EGG, POTATO, CHEESE SAUCE & HAM","Iron, Fe",1089,20.0,Ruiz Food Products Inc,1130460
"EGG, POTATO, CHEESE SAUCE & HAM BREAKFAST WRAPS, EGG, POTATO, CHEESE SAUCE & HAM","Vitamin C, total ascorbic acid",1162,20.0,Ruiz Food Products Inc,1130460
"EGG, POTATO, CHEESE SAUCE & HAM BREAKFAST WRAPS, EGG, POTATO, CHEESE SAUCE & HAM","Iron, Fe",1089,20.0,Ruiz Food Products Inc,1130460
"EGGNOG KEFIR CULTURED LOWFAT MILK SMOOTHIE, EGGNOG","Calcium, Ca",1087,30.0,Lifeway Foods Inc.,1112619
"EGGNOG KEFIR CULTURED LOWFAT MILK SMOOTHIE, EGGNOG","Calcium, Ca",1087,30.0,Lifeway Foods Inc.,1112619
ELBOWS,Protein,1003,14.0,"Basic American Foods, Inc.",1118962
ELBOWS,Protein,1003,14.0,"Basic American Foods, Inc.",1118962
ELBOWS,"Iron, Fe",1089,15.0,"Basic American Foods, Inc.",1118962
ELBOWS,"Fiber, total dietary",1079,11.0,"Basic American Foods, Inc.",1118962
ELBOWS,"Fiber, total dietary",1079,11.0,"Basic American Foods, Inc.",1118962
ELBOWS,"Iron, Fe",1089,15.0,"Basic American Foods, Inc.",1118962
ELITE PURE WILD TUNA,Protein,1003,48.0,Safe Catch Inc.,1125102
ELITE PURE WILD TUNA,Protein,1003,48.0,Safe Catch Inc.,1125102
ELITE PURE WILD TUNA,Protein,1003,48.0,Safe Catch Inc.,1116631
ELITE PURE WILD TUNA,Protein,1003,48.0,Safe Catch Inc.,1116631
EMOLIENTE,"Fiber, total dietary",1079,11.0,Peruvian Import Company,1139043
EMOLIENTE,"Fiber, total dietary",1079,11.0,Peruvian Import Company,1139043
"EMPANADA, CHICKEN CHIPOTLE","Calcium, Ca",1087,72.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Vitamin A, IU",1104,218.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Vitamin A, IU",1104,218.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Vitamin C, total ascorbic acid",1162,43.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Calcium, Ca",1087,72.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Vitamin C, total ascorbic acid",1162,43.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Iron, Fe",1089,110.0,Ultimate Seasonings LLC,1112869
"EMPANADA, CHICKEN CHIPOTLE","Iron, Fe",1089,110.0,Ultimate Seasonings LLC,1112869
"EMPANADA, SPINACH MUSHROOM AND CHEESE","Vitamin A, IU",1104,60.0,Ultimate Seasonings LLC,1112870
"EMPANADA, SPINACH MUSHROOM AND CHEESE","Vitamin A, IU",1104,60.0,Ultimate Seasonings LLC,1112870
